ID,Name,Maker,Category,Sub_Category,Sub_Sub_Category,Sub_Sub_Sub_Category,Cost,Volume(ml),Alcohol_By_Volume,Aroma,Color,Deposit,Origin,Region
799278,BACHELOR BLONDE 4PK CLS,4TH MERIDIAN BREWING COMPANY LTD.,BEER,BEER,,,12,473,5,,,0.4,CANADA,ALBERTA
798345,BACHELOR BLONDE 58 674 CLS,4TH MERIDIAN BREWING COMPANY LTD.,BEER,BEER,Pale Ale,,250,58674,5,Texture,STRAW,30,CANADA,ALBERTA
747985,BAD HARE CHOCOLATE STOUT 650ML,MCBSW SALES COMPANY INC.,BEER,BEER,,,3.69,650,5.5,,,0.1,UNITED STATES,WISCONSIN
671297,BAD TATTOO BEER TASTE PACK,PURE GLOBAL IMPORTS INC.,BEER,BEER,,,27.86,355,5,,,1.2,CANADA,BRITISH COLUMBIA
786560,BAD TATTOO FRESH HOPPED RED ALE KEG,PURE GLOBAL IMPORTS INC.,BEER,BEER,,,154.97,30000,6.5,,,0.25,CANADA,BRITISH COLUMBIA
771376,BAD TATTOO FULL SLEEVE STOUT,PURE GLOBAL IMPORTS INC.,BEER,BEER,,,5.28,650,5.5,,,0.1,CANADA,BRITISH COLUMBIA
660167,BAD TATTOO LOS MUERTOS CERVEZA NEGRA,PURE GLOBAL IMPORTS INC.,BEER,BEER,,,5.28,650,5,,,0.1,CANADA,BRITISH COLUMBIA
776739,BAD TATTOO LOS MUERTOS CERVEZA NEGRA KEG,PURE GLOBAL IMPORTS INC.,BEER,BEER,,,155,30000,5,,,0.25,CANADA,BRITISH COLUMBIA
794102,BAD TATTOO VAGABOND PILSNER,PURE GLOBAL IMPORTS INC.,BEER,BEER,,,5.28,650,4.5,,,0.1,CANADA,BRITISH COLUMBIA
884031,BAD TATTOO WESTCOAST IPA,PURE GLOBAL IMPORTS INC.,BEER,BEER,,,5.28,650,6.2,,,0.1,CANADA,BRITISH COLUMBIA
776735,BAD TATTOO WESTCOAST IPA KEG,PURE GLOBAL IMPORTS INC.,BEER,BEER,,,155,30000,6.2,,,0.25,CANADA,BRITISH COLUMBIA
792460,BADGER BLANDFORD FLYER GINGER BEER DP,MCCLELLAND PREMIUM IMPORTS INCORPORATED,BEER,BEER,,,3.82,500,5.2,,,0.1,UNITED KINGDOM,ENGLAND
760080,BADGER BLANDFORD FLYER GINGER BEER IB,MCCLELLAND PREMIUM IMPORTS INCORPORATED,BEER,BEER,,,3.99,500,5.2,,,0.1,UNITED KINGDOM,ENGLAND
792459,BADGER FURSTY FERRET DP,MCCLELLAND PREMIUM IMPORTS INCORPORATED,BEER,BEER,,,3.62,500,4.4,,,0.1,UNITED KINGDOM,ENGLAND
751373,BADGER FURSTY FERRET IB,MCCLELLAND PREMIUM IMPORTS INCORPORATED,BEER,BEER,,,3.79,500,4.4,,,0.1,UNITED KINGDOM,ENGLAND
792482,BADGER TANGLEFOOT DP,MCCLELLAND PREMIUM IMPORTS INCORPORATED,BEER,BEER,,,10.03,500,5,,,0.4,UNITED KINGDOM,ENGLAND
768272,BAIRD ANGRY BOY BROWN ALE,HIGH LEVEL IMPORTS,BEER,BEER,,,3.66,330,6,,,0.1,JAPAN,
784265,BAIRD CARPENTER'S MIKAN ALE,HIGH LEVEL IMPORTS,BEER,BEER,,,2.75,330,6.7,,,0.1,JAPAN,
771829,BAIRD DARK SKY IMPERIAL STOUT,HIGH LEVEL IMPORTS,BEER,BEER,,,2.75,330,7.6,,,0.1,JAPAN,
771831,BAIRD GANKO OYAJI BARLEY WINE,HIGH LEVEL IMPORTS,BEER,BEER,,,2.75,330,11,,,0.1,JAPAN,
771832,BAIRD MORNING COFFEE STOUT,HIGH LEVEL IMPORTS,BEER,BEER,,,2.89,330,7,,,0.1,JAPAN,
768268,BAIRD RISING SUN PALE ALE,HIGH LEVEL IMPORTS,BEER,BEER,,,2.92,330,5,,,0.1,JAPAN,
771833,BAIRD TEMPLE GARDEN YUZU CITRUS ALE,HIGH LEVEL IMPORTS,BEER,BEER,,,2.75,330,5.7,,,0.1,JAPAN,
769274,BAIRD WABI-SABI JAPAN PALE ALE WASABI/GR,HIGH LEVEL IMPORTS,BEER,BEER,,,3.63,330,6.5,,,0.1,JAPAN,
775175,BALAST POINT - SCULPIN KEG,AFIC EXIM (CANADA) CORP.,BEER,BEER,,,440.25,58674,7,,,30,UNITED STATES,CALIFORNIA
799086,BALE BREAKER BOTTOM CUTTER 58 674ML,CRAFT BEER IMPORTERS CANADA INC.,BEER,BEER,,,378.63,58674,8.2,,,30,UNITED STATES,WASHINGTON
799084,BALE BREAKER EH-P-EH 50L,CRAFT BEER IMPORTERS CANADA INC.,BEER,BEER,,,308.69,50000,5.32,,,30,UNITED STATES,WASHINGTON
799085,BALE BREAKER FIELD 41 50L,CRAFT BEER IMPORTERS CANADA INC.,BEER,BEER,,,369.59,50000,4.5,,,30,UNITED STATES,WASHINGTON
799090,BALE BREAKER LEOTA MAE 58 674ML,CRAFT BEER IMPORTERS CANADA INC.,BEER,BEER,,,357.63,58674,6.2,,,30,UNITED STATES,WASHINGTON
791227,BALLAST POINT BIG EYE INDIA PALE ALE,AFIC EXIM (CANADA) CORP.,BEER,BEER,,,6.85,650,7,,,0.1,UNITED STATES,CALIFORNIA
777897,BALLAST POINT BIG EYE IPA,AFIC EXIM (CANADA) CORP.,BEER,BEER,,,17.99,355,7,,,0.6,UNITED STATES,CALIFORNIA
798342,BALLAST POINT CINNAMON RAISIN COMMODORE,AFIC EXIM (CANADA) CORP.,BEER,BEER,,,21.55,355,6.5,,,0.6,UNITED STATES,CALIFORNIA
798343,BALLAST POINT COCONUT VICTORY AT SEA,AFIC EXIM (CANADA) CORP.,BEER,BEER,,,9.85,650,10,,,0.1,UNITED STATES,CALIFORNIA
787500,BALLAST POINT COMMODORE AMERICAN STOUT,AFIC EXIM (CANADA) CORP.,BEER,BEER,,,17.99,355,6.5,,,0.6,UNITED STATES,CALIFORNIA
781282,BALLAST POINT EVEN KEEL CAN,AFIC EXIM (CANADA) CORP.,BEER,BEER,,,17.65,355,3.8,,,0.6,UNITED STATES,CALIFORNIA
781759,BALLAST POINT GRAPEFRUIT SCULPIN CAN,AFIC EXIM (CANADA) CORP.,BEER,BEER,,,21.41,355,7,,,0.6,UNITED STATES,CALIFORNIA
